L1_mean,L1_std,L1_rms,L1_ptp,L2_mean,L2_std,L2_rms,L2_ptp,L3_mean,L3_std,L3_rms,L3_ptp,L4_mean,L4_std,L4_rms,L4_ptp,L5_mean,L5_std,L5_rms,L5_ptp,L6_mean,L6_std,L6_rms,L6_ptp,L7_mean,L7_std,L7_rms,L7_ptp,L8_mean,L8_std,L8_rms,L8_ptp,L9_mean,L9_std,L9_rms,L9_ptp,L10_mean,L10_std,L10_rms,L10_ptp,L11_mean,L11_std,L11_rms,L11_ptp,L12_mean,L12_std,L12_rms,L12_ptp,L1_bp_0_5Hz,L1_bp_5_15Hz,L1_bp_15_40Hz,L2_bp_0_5Hz,L2_bp_5_15Hz,L2_bp_15_40Hz,L3_bp_0_5Hz,L3_bp_5_15Hz,L3_bp_15_40Hz,L4_bp_0_5Hz,L4_bp_5_15Hz,L4_bp_15_40Hz,L5_bp_0_5Hz,L5_bp_5_15Hz,L5_bp_15_40Hz,L6_bp_0_5Hz,L6_bp_5_15Hz,L6_bp_15_40Hz,L7_bp_0_5Hz,L7_bp_5_15Hz,L7_bp_15_40Hz,L8_bp_0_5Hz,L8_bp_5_15Hz,L8_bp_15_40Hz,L9_bp_0_5Hz,L9_bp_5_15Hz,L9_bp_15_40Hz,L10_bp_0_5Hz,L10_bp_5_15Hz,L10_bp_15_40Hz,L11_bp_0_5Hz,L11_bp_5_15Hz,L11_bp_15_40Hz,L12_bp_0_5Hz,L12_bp_5_15Hz,L12_bp_15_40Hz,HR_bpm,SDNN_ms,RMSSD_ms,label
-0.0035730037,-0.0018699954,0.0017120074,0.0026660059,-0.0025890004,-8.500363e-05,0.0015890001,0.0065759597,-0.0018400023,-0.0041129985,0.00068000215,-0.0003549952,0.14166127,0.11205649,0.11203883,0.11474244,0.11472297,0.08662683,0.12996991,0.2783054,0.21253902,0.24300274,0.20791702,0.17225192,0.14170642,0.112072036,0.11205202,0.11477344,0.11475215,0.08662687,0.12997963,0.27838308,0.21254705,0.24303772,0.20791817,0.1722523,1.052,0.949,0.821,0.91700006,0.815,0.693,1.021,1.9449999,1.809,2.111,1.7260001,1.314,109.88595,33.76821,4.684919,62.708908,17.487978,5.5661583,101.07531,9.816181,0.9687241,60.98317,23.158533,4.8808746,89.78442,17.387846,1.4311832,54.150658,5.195694,2.0889897,69.58238,39.274208,4.1174583,651.0661,41.482494,8.137529,182.32834,81.35739,21.133467,273.6061,95.8684,24.868193,166.05579,82.54182,20.067339,120.1844,57.642227,12.159582,39.955605,1400.3488,1411.7295,0
0.004641991,0.00673499,0.0020750007,-0.005671011,0.0012440032,0.0044039977,-0.0024789989,-0.0020029983,-0.0025890183,0.002820031,-0.0038399883,-0.0009350048,0.10517335,0.114380926,0.06346283,0.10518216,0.06530923,0.075924546,0.20394492,0.22394441,0.58634,0.40707934,0.2771556,0.23174256,0.105275825,0.11457912,0.06349682,0.10533494,0.06532113,0.076052226,0.20395994,0.22395332,0.5863454,0.407089,0.2771822,0.23174453,0.824,1.004,0.613,0.816,0.569,0.73399997,1.609,1.872,3.835,3.076,2.4359999,1.856,54.549366,19.960726,3.2370465,57.86625,26.001127,4.293719,23.339493,2.5660117,2.3338637,50.342598,22.347258,3.1796935,24.433239,4.742238,1.7123508,26.791382,9.260315,2.5020957,194.35847,84.94223,10.20891,192.19922,98.067024,22.528532,3161.375,79.0863,22.884031,1169.1199,147.6506,37.635593,273.24265,162.65453,33.15775,254.32486,104.041794,14.568762,,,,2
-0.006144995,-0.0036720277,0.0024530138,0.0048670196,-0.0042569684,-0.0006279928,-0.0031920734,-0.001154974,-0.0008249951,-0.0034680145,-0.005773981,-0.0014039938,0.43400094,0.2550107,0.4225348,0.286408,0.40890753,0.27313167,0.5142176,0.541917,0.34089962,0.36462983,0.33563504,0.35373014,0.43404433,0.2550373,0.42254198,0.28644943,0.40892956,0.2731325,0.51422757,0.5419181,0.34090063,0.36464602,0.33568466,0.353733,2.688,1.974,2.4,2.087,2.225,1.965,4.027,4.2279997,2.67,3.343,2.608,2.634,1715.8248,64.27859,7.9392676,281.24426,156.51472,11.234875,1706.337,32.13165,2.9335165,571.5541,102.38808,8.8610735,1640.9731,9.054873,2.6277,564.04974,78.18973,5.096475,1458.0813,465.34952,51.05884,1759.2655,456.98984,52.424408,676.7157,137.05333,41.58503,455.1214,273.8253,64.630516,497.79282,252.7968,24.722504,638.8645,244.06207,24.836523,86.2423,251.81538,317.6476,2
-0.005049005,-0.00045200152,0.004596993,0.0027429957,-0.004725,0.0021449965,0.0013460005,-0.003113005,-0.0029000025,0.006173024,0.0025200145,0.004676091,0.10510412,0.120249346,0.048093867,0.11036402,0.055246606,0.074891746,0.09713006,0.16945568,0.24894702,0.2915028,0.2487578,0.5153539,0.1052254,0.120250255,0.04831311,0.11039822,0.05544834,0.074922495,0.09713942,0.16948432,0.24896388,0.29156798,0.24877082,0.515375,0.997,1.044,0.43799996,1.003,0.492,0.652,0.83,1.298,2.448,2.823,2.456,3.464,54.93456,17.717962,4.0658245,58.370087,26.01139,6.664163,15.3785095,2.336476,0.6383382,52.777294,21.313711,5.208881,20.445396,3.5129974,0.68509483,23.029072,9.728588,2.6328254,38.385544,21.08689,2.7295523,189.25165,37.96965,4.3994837,239.91006,101.758064,34.929966,246.16331,168.17934,52.950954,164.0109,130.70004,38.283405,2399.2888,79.681175,19.18429,,,,0
-0.000946995,-0.0024209884,-0.0014799976,0.0016689904,0.00027598487,-0.0019449949,-0.0022319856,0.0071009616,-0.0002499831,0.0007698577,-0.0031930269,-0.0016419481,0.14022468,0.1649824,0.21792401,0.10760882,0.16374692,0.1799025,0.20295691,0.28698632,0.38524953,0.59550285,0.22617222,0.19763862,0.14022788,0.16500019,0.21792911,0.107621714,0.16374725,0.17991294,0.20296931,0.28707436,0.3852495,0.5955028,0.2261949,0.19764546,0.939,1.2390001,1.098,0.888,0.76600003,1.114,1.378,2.317,2.858,3.5240002,1.8840001,1.7060001,149.34886,12.239126,4.5091543,173.62102,26.701042,8.939209,452.21,7.0103602,1.6302892,48.496937,17.727957,6.321792,257.80383,2.937173,0.83593416,274.91302,13.771414,4.151838,328.81155,31.516096,3.968228,376.85376,122.78893,40.30614,1046.3291,108.27297,43.91068,3126.8694,108.64285,39.827255,265.0737,59.153072,25.519348,218.98788,42.09959,17.337053,155.84416,176.7767,250.0,0
-0.0075549907,-0.0021430054,0.0054209917,0.0048590046,-0.0063999896,0.0016949987,-0.0016640124,-0.002739998,-0.0040529915,-0.00085198774,0.0016299989,0.0016240033,0.13428237,0.1315879,0.07564502,0.12745172,0.08684568,0.08356767,0.24751492,0.24635287,0.22439085,0.2588254,0.20587647,0.15553094,0.13449484,0.13160546,0.0758391,0.12754434,0.08708117,0.08358491,0.2475206,0.24636824,0.22442755,0.25882703,0.20588312,0.15553948,0.927,0.861,0.666,0.828,0.67300004,0.62600005,1.6259999,1.8249999,1.96,1.914,1.386,1.0090001,60.89068,46.96742,5.2511706,61.603546,47.68115,3.191275,36.24779,5.4513383,2.0982013,52.21019,45.96825,3.6916974,33.177853,14.251889,2.8735747,33.530453,14.7831955,1.3294553,376.93512,107.601585,4.0388618,440.5144,63.56096,7.8365936,155.77133,119.61894,21.667889,259.5703,151.4833,21.297354,133.52928,113.312386,12.642736,91.2312,61.61789,5.4609995,88.14271,61.950886,93.06739,2
-0.008122999,-0.0071650064,0.00094400666,0.0076690083,-0.0044340002,-0.0030259986,0.003883004,0.0014189903,-0.0027670031,-0.00026901046,-0.0017921127,-0.001690157,0.11887431,0.17843877,0.08646949,0.14540514,0.053300574,0.1268481,0.15249684,0.2567922,0.26571754,0.23747106,0.81997263,0.7491724,0.11915154,0.17858262,0.08647462,0.14560722,0.053484663,0.12688424,0.1525463,0.25679615,0.26573217,0.2374713,0.8199742,0.7491744,1.727,2.263,0.77199996,1.9530001,0.801,1.446,1.239,2.142,2.03,2.0809999,4.57,4.468,60.5215,28.898317,4.6363482,112.934395,73.12325,11.813769,26.984716,16.285622,2.9814138,80.11085,46.99618,7.4853897,15.472573,4.306384,0.85684437,54.58561,37.413063,6.241054,80.74724,58.87418,6.8435674,232.32445,159.25473,21.678358,350.00165,131.99304,18.397364,259.55646,76.8751,30.067228,6051.918,204.74437,52.04879,4994.2393,198.20604,44.166176,135.33835,205.49129,345.91907,0
0.0027849958,0.00015300485,-0.0026360017,-0.0015040031,0.002742995,-0.0012110001,-0.0025670237,5.5020602e-05,-0.0006349948,-0.0009849967,-0.0033600011,-0.0021000037,0.102756046,0.084755264,0.056428272,0.089884184,0.07116706,0.050222855,0.34128305,0.22486085,0.2874148,0.24354172,0.20878705,0.16248332,0.10279381,0.08475545,0.056489818,0.08989677,0.07121999,0.05023743,0.3412929,0.22486088,0.28741577,0.24354386,0.20881423,0.16249695,0.854,0.49,0.48499998,0.66400003,0.638,0.257,1.6530001,1.578,2.03,2.233,1.904,1.347,40.67822,20.17596,4.931787,51.06526,8.054839,0.91212857,12.399339,4.88616,1.9340546,42.85311,12.892167,2.4313586,13.727128,10.493839,3.2022512,21.37844,1.4104376,0.18976995,1076.9075,37.267067,2.6470037,321.8923,75.45914,6.512425,460.25363,144.78629,15.207939,216.2384,97.4608,36.193394,138.52437,81.09789,26.990322,92.48741,51.86021,13.565584,39.408867,1117.5979,1773.1422,0
0.00029099602,0.0046499833,0.0043649967,-0.0025230309,-0.0020100025,0.0044709896,0.0039820746,0.007933029,0.0010869586,0.002373012,0.0017930017,-0.0018869924,0.27631733,0.13759664,0.23017125,0.18543519,0.2447843,0.12969413,0.27132192,0.25712362,0.2196445,0.15430562,0.13775067,0.1084372,0.27631742,0.13767517,0.23021276,0.18545233,0.24479268,0.12977128,0.27135113,0.25724605,0.21964717,0.15432386,0.13776238,0.10845367,2.046,1.176,1.788,1.342,1.914,1.122,2.338,2.417,1.92,1.51,1.2809999,1.038,356.23798,129.20094,29.543446,125.81408,21.229944,4.204128,300.34384,76.00715,15.199737,165.99039,56.171597,13.059634,296.84784,97.250626,21.310509,123.59705,16.308144,2.3084288,630.0702,45.30076,3.0636537,545.2443,50.997856,2.9592595,395.136,34.936222,3.4069262,168.93707,24.393328,4.0208645,135.5649,17.527481,3.7470458,72.17788,13.640141,3.5361948,90.32258,179.04509,271.85968,2
-0.0029889992,0.0023589998,0.005363,0.00033100692,-0.004064005,0.0039699967,-0.0007140114,-0.0036780029,0.0017819988,0.00020700412,-0.008067999,-0.0017889976,0.1598729,0.17385036,0.06256017,0.16403383,0.08461938,0.10320334,0.16411872,0.2964133,0.26605815,0.22062352,0.20670967,0.19838646,0.1599009,0.1738664,0.062789634,0.16403407,0.08471698,0.10327971,0.16412012,0.29643607,0.26606417,0.22062367,0.20686705,0.1983945,1.3809999,1.5450001,0.629,1.4139999,0.81600004,0.938,1.461,2.101,1.7249999,1.97,1.713,1.654,73.09314,44.572975,18.630547,84.30773,65.25311,17.399088,9.089999,7.456833,3.054456,76.40514,53.066685,17.235958,19.88706,9.67075,6.4862227,28.313799,25.154858,5.5614944,86.05441,52.6206,15.594082,503.78387,136.33643,20.45147,461.6802,76.33627,18.646347,168.60939,76.23862,32.80926,117.874405,83.47527,28.564478,109.41151,78.75819,25.184835,98.25998,256.24127,360.05554,0
-0.0015240074,0.004511997,0.006066992,-0.0014810006,-0.0037879949,0.0052630003,-0.0020429967,-0.0008069989,0.0064169783,-0.0025929937,0.0008130033,0.0010889958,0.09444226,0.120649196,0.14994267,0.07825615,0.109970674,0.1274109,0.074703634,0.050956298,0.13506867,0.2246694,0.14232345,0.2001797,0.09445467,0.12073354,0.15006544,0.07827023,0.110035904,0.12751955,0.074731536,0.0509627,0.1352211,0.22468457,0.14232579,0.20018272,0.536,0.80799997,0.798,0.47500002,0.537,0.752,0.46600002,0.398,1.164,2.233,1.346,1.206,75.1336,4.87696,0.85565114,121.64802,6.64357,2.175383,213.9521,3.7787101,0.7821692,44.96355,4.8179407,1.3209939,114.45388,2.6624012,0.27479768,148.47794,3.9790778,1.2642367,40.70694,5.186754,0.94663435,14.605098,2.5281613,1.2479029,112.25904,17.803247,6.9843545,217.73749,61.243515,32.51518,66.49605,27.942348,15.857639,361.78268,9.824955,3.8202438,84.96732,207.94785,233.86249,2
0.0050930013,0.0032080004,-0.0018729949,-0.004129001,0.0035569947,0.0006999973,0.00076400157,-0.0034609851,-0.0037220006,-0.0070339963,-0.0013049993,-0.0036310046,0.07723071,0.12439524,0.070617005,0.09737747,0.0400858,0.093337215,0.10656633,0.12910688,0.22811931,0.25426224,0.2194467,0.16112007,0.077398464,0.124436565,0.07064191,0.097464964,0.040243324,0.09333986,0.10656906,0.1291534,0.22814979,0.2543595,0.2194506,0.16116108,0.672,1.123,0.638,0.855,0.311,0.85,0.893,0.701,1.574,1.952,1.774,1.388,20.451157,12.638278,2.8711185,39.66863,41.010014,6.6429496,23.168442,9.91842,1.3712339,24.29532,24.37909,4.413625,11.903457,1.0253726,0.459849,26.184326,22.236902,3.286062,77.6561,11.309169,2.6231337,144.9946,8.971086,0.7629942,291.94962,79.28773,13.891484,265.8845,131.08562,23.767754,158.32047,111.29985,20.087717,90.87405,58.6142,10.337884,63.0105,32.317867,50.744457,0
0.0007729975,-0.0018559983,-0.0026300158,0.00056399027,0.0018040003,-0.002189998,0.0023870105,-0.0020650586,-0.006364999,0.003695003,-0.0011700107,-0.003576985,0.14819117,0.14643407,0.09378515,0.1396254,0.099994734,0.097975835,0.19442862,0.60298014,0.5155608,0.322676,0.21061845,0.1788219,0.14819331,0.14644578,0.09382208,0.13962673,0.10001098,0.09800038,0.1944434,0.60298365,0.51560014,0.32269707,0.21062157,0.1788576,1.188,0.98800004,0.583,1.064,0.769,0.661,1.3369999,4.366,3.7350001,2.638,1.76,1.401,112.72492,30.739002,9.048907,94.23093,37.473976,8.9968,68.00608,6.3931074,1.4088545,86.41225,32.51231,8.666595,66.6906,9.175265,2.9764197,52.688423,14.228699,2.9378417,162.52684,90.62076,6.850685,2531.7273,465.839,34.468315,1593.5614,442.9669,35.814205,469.12216,169.70831,46.400986,148.20378,83.7883,25.494637,120.38052,63.772972,14.384685,70.0637,288.24548,472.68384,0
-0.0061240043,-0.00049300404,0.0056600044,0.003216993,-0.0058729923,0.0025859976,-0.0020200089,-0.0030289749,0.0005019885,-0.0020060074,0.0018169959,-0.0001399984,0.23097207,0.12554419,0.13498251,0.17312588,0.17837201,0.060244836,0.12526841,0.26105553,0.20216238,0.21277612,0.21706927,0.21913779,0.23105338,0.12554517,0.13510104,0.17315575,0.17846857,0.06030034,0.12528487,0.26107314,0.20216322,0.21278554,0.21707703,0.21913786,1.886,0.981,1.339,1.401,1.5699999,0.556,0.97,2.253,2.052,2.272,2.079,1.748,113.12623,133.62624,30.507397,56.36681,35.514164,5.828329,44.667553,38.524002,11.913836,73.48484,74.87011,15.1803465,64.76931,77.100464,19.743668,22.045914,3.6008832,1.2384421,53.919125,35.620316,6.3005004,391.10086,78.09805,26.787369,145.9339,64.358986,26.698729,159.56158,69.30545,30.617254,109.495094,92.79339,34.735817,119.30707,106.64998,29.17654,68.33713,496.8076,719.3207,0
0.0057770098,0.002163987,-0.003622991,-0.0038989936,0.0047660023,-0.0006339946,-0.0001490084,-0.00053399487,-0.007361991,-0.004978995,-0.00021497568,-0.0044260016,0.11082282,0.18084389,0.14574227,0.13118468,0.0926897,0.1544082,0.15575045,0.18832648,0.13008192,0.17694624,0.24786404,0.18641561,0.110973336,0.18085699,0.14578737,0.13124269,0.09281216,0.15440965,0.15575041,0.18832721,0.13029009,0.17701627,0.24786398,0.18646842,0.956,1.381,1.23,0.931,0.91400003,1.196,1.247,1.562,0.987,1.504,1.7620001,1.431,71.81864,15.210981,4.1505904,172.73367,59.003353,7.2056956,98.564186,37.567265,7.629314,97.85153,27.738615,3.7689679,42.055054,11.643685,4.09173,117.25623,44.4016,6.378662,140.79463,42.408257,3.3668284,199.62195,63.03286,5.6513267,120.07794,17.354074,3.0294201,171.63953,42.153263,11.320678,392.10138,74.05855,14.680168,136.36218,76.86742,11.503893,70.588234,234.094,213.6118,0
0.0066199927,0.004899986,-0.0017350141,-0.0059120147,0.0040530055,0.0014430104,-0.0021089956,0.00020900577,-0.0035370039,-0.00018899427,0.002463979,0.0009950015,0.13903512,0.19574073,0.23898917,0.12063067,0.1693294,0.20692603,0.14815593,0.27177137,0.34864312,0.2829169,0.33911937,0.28465393,0.1391926,0.19580215,0.23899545,0.120775476,0.16937777,0.20693117,0.14817098,0.2717715,0.34866107,0.28291678,0.33912835,0.28465566,1.0450001,1.307,1.5619999,0.88699996,1.198,1.363,1.064,1.823,2.532,2.3049998,2.178,2.121,101.83223,32.579987,5.3490744,197.28497,78.675804,5.5641737,215.64474,155.18327,8.937529,95.748535,16.843622,3.221122,109.51081,74.26771,5.7625666,180.55449,108.70134,5.9076433,96.505516,51.079365,4.0874925,391.15836,122.46152,19.817347,552.3563,214.63734,45.358124,281.34134,164.31851,36.818108,912.009,81.43385,14.562902,631.2762,65.30359,9.460848,87.22742,145.29433,151.30205,4
-0.0019859949,-0.0022800083,-0.00027902066,0.002139,-0.00082599156,-0.0012450084,-0.0047529624,-0.0003329865,-5.899991e-05,0.0022100008,0.0016299923,0.0012500045,0.075985596,0.24757557,0.24284829,0.13722116,0.13074842,0.24206889,0.41920567,0.2959026,0.23768255,0.23270136,0.22033556,0.1700527,0.076011606,0.24758631,0.24284872,0.13723797,0.13075104,0.24207203,0.41923255,0.29590288,0.23768254,0.23271188,0.22034179,0.1700573,0.527,1.732,1.626,0.98899996,0.796,1.6750001,2.56,2.445,2.084,1.8629999,1.66,1.296,34.472862,8.95959,1.058802,341.53888,95.705154,15.9136305,417.4206,56.33494,11.888374,83.94574,38.2829,5.5208445,140.9831,8.723342,2.4977932,370.18097,73.66798,13.629584,1599.2281,56.446976,9.036704,305.81143,175.98596,43.317043,172.81856,130.50137,26.053501,162.68341,127.81289,24.439106,207.4124,96.49386,16.891083,122.00349,59.858677,9.435438,100.55866,402.22714,576.0903,0
0.005347996,0.0049799997,-0.0003690047,-0.0052399994,0.0029749984,0.0023399962,-0.0029150837,0.0020799998,-0.0027860086,0.0015880008,-0.0012759999,0.0013860073,0.2050444,0.16539446,0.06569259,0.18329155,0.12773973,0.072821714,0.62012655,0.25180793,0.24549678,0.4018139,0.4604583,0.3322398,0.20511436,0.1654695,0.065693624,0.18336655,0.12777446,0.07285929,0.6201331,0.25181666,0.2455127,0.40181732,0.46046022,0.3322428,1.737,1.286,1.0339999,1.411,1.21,0.913,3.555,1.6930001,1.35,2.8639998,3.5310001,2.6200001,84.21963,114.72479,21.406593,51.620434,71.87544,15.697778,17.689661,8.412863,1.6467448,63.424557,91.140045,18.131859,37.97532,43.54504,7.595746,13.519859,11.41666,3.3123033,3585.882,84.76067,17.9926,480.93893,59.477524,6.748021,463.90833,51.12967,6.976417,452.67453,384.69275,77.707985,482.4945,555.6122,104.94117,300.18124,278.93057,49.129093,33.850494,1512.4236,1878.235,3
0.0012360162,-0.00093499647,-0.0021850069,-0.00011300051,0.0017499907,-0.0014960016,-0.0037929951,-0.0012759963,0.00068799924,0.0005200002,-0.0008069938,8.6999826e-05,0.060468238,0.078202784,0.053338807,0.06467201,0.041501623,0.05956406,0.13768966,0.112321235,0.096030526,0.11734998,0.11497614,0.095356606,0.06048089,0.07820843,0.053383533,0.06467211,0.041538496,0.059582893,0.13774192,0.11232849,0.09603303,0.11735118,0.114978865,0.09535667,0.508,0.768,0.41400003,0.6,0.305,0.55200005,0.81799996,0.842,0.972,1.117,1.196,0.888,19.08993,4.8380895,1.5466545,25.428862,10.858263,2.766707,19.928759,3.1226013,0.45813963,17.300352,7.083549,2.0463784,13.160384,1.2664714,0.31046548,17.765697,5.7643876,1.2227917,177.21902,5.3019886,0.3953816,85.117645,15.595433,1.9564391,30.155062,21.41343,3.821895,63.89907,23.260038,5.4403105,29.329096,29.07688,8.903528,25.869688,18.556232,5.5708814,87.27273,346.44626,380.61353,0
0.0017409857,-0.00016800403,-0.0019319995,-0.0007529949,0.0019019999,-0.0009470049,0.00062801735,-0.0021260087,0.00013699383,-0.0011110004,0.0019370078,0.001516003,0.10895369,0.16879842,0.08188379,0.1361192,0.046458796,0.120813094,0.21240419,0.3289185,0.32593066,0.18372792,0.2076132,0.1599782,0.108967625,0.16879867,0.08190658,0.13612127,0.046497714,0.12081674,0.21240537,0.3289254,0.32593063,0.18373129,0.20762226,0.15998538,0.827,1.448,0.717,1.125,0.282,1.046,1.867,2.7150002,2.564,1.52,1.719,1.344,70.147064,15.115205,3.6738205,104.47105,56.08873,13.572016,21.87217,13.922929,3.413214,81.90728,32.202335,7.769301,19.824438,0.5002602,0.1511797,45.472015,31.146622,7.566922,152.79326,101.45484,19.076717,462.37448,207.68932,40.810505,600.58307,164.60475,26.397663,189.93004,37.726166,14.273024,142.72487,80.64189,25.267849,77.5844,53.938335,14.053039,66.44518,74.54305,73.40905,0
0.00031500353,0.0047070095,0.004403997,-0.002466992,-0.0019259986,0.004640005,-0.002766,0.0024179954,-0.002565,-0.004055994,0.005412005,-0.0028670067,0.1094919,0.16350663,0.11310042,0.12725715,0.07551401,0.12932986,0.18190537,0.3512136,0.18946858,0.21941556,0.25493452,0.18574297,0.1094924,0.16357432,0.11318625,0.12728113,0.07553853,0.12941305,0.18192661,0.351222,0.18948594,0.21945322,0.25499195,0.18576528,1.041,1.3000001,1.286,1.054,0.962,1.244,1.523,3.359,1.823,2.538,2.4559999,1.7260001,64.575806,12.982046,5.781128,137.3155,35.03883,12.055598,31.260714,23.411789,10.006056,93.40862,18.159487,6.4213634,13.484749,9.460464,4.8812857,67.923805,25.932568,9.572203,131.6358,78.54902,8.292335,466.67172,265.38348,46.666664,121.89625,81.961525,14.446545,160.39705,70.27737,35.70003,269.782,85.34135,41.442963,144.5333,46.84125,21.189999,53.77721,68.521805,98.48858,0
0.0017499954,0.0051849904,0.0034179976,-0.0034909982,-0.0007400024,0.0043609994,0.004197001,0.0046669906,-0.0019580047,-0.0013789858,0.0017580016,-0.0008710214,0.18732175,0.18117744,0.056471925,0.18216094,0.10450703,0.09591081,0.17722112,0.20869705,0.259507,0.37034568,0.3492384,0.2509564,0.18733007,0.18125166,0.056575302,0.18219446,0.1045097,0.09600995,0.17727077,0.20874938,0.25951442,0.37034822,0.34924293,0.25095797,1.444,1.3659999,0.491,1.334,0.923,0.778,1.674,1.665,2.273,2.852,2.605,1.929,123.16556,79.49886,13.605756,134.67137,71.334984,10.071737,19.319565,2.5294623,1.3437703,124.242744,74.814476,11.506236,37.482662,23.149502,4.9647098,45.979786,16.994705,2.3065267,95.58988,67.74994,16.493969,206.18546,73.06438,16.698662,270.84882,131.22337,27.88652,472.382,300.92175,58.846764,399.90195,284.2619,49.794132,253.55948,138.00873,19.90755,68.75,39.010487,63.324562,3
-0.0057179835,0.0048270104,0.010537015,0.00038599622,-0.008152986,0.0076209754,-0.002733992,-0.0006500013,0.00011102395,0.0021339762,5.4995726e-05,-0.0041529965,0.16753975,0.12299811,0.19609489,0.109453574,0.17176251,0.14043485,0.079059504,0.18792987,0.13521542,0.12261014,0.11511142,0.12482275,0.16763735,0.123092875,0.19637786,0.10945431,0.17195605,0.14064157,0.079106785,0.18793114,0.1352155,0.12262876,0.11511143,0.124891885,1.333,1.049,1.212,1.063,1.1340001,0.836,0.575,2.15,1.451,1.119,1.03,1.003,134.4462,46.36752,10.7208805,89.3375,13.555553,6.9397693,289.8954,33.249855,5.9351473,39.3738,21.639353,7.3474474,190.10445,36.411034,6.5910096,155.56488,11.781883,3.7507558,39.34666,9.827363,0.70428956,61.78916,69.37646,30.161215,61.061478,25.248354,14.079112,83.33368,13.205309,8.054747,79.78466,10.478367,6.3037453,118.54664,7.894523,4.330865,68.70229,354.22452,474.56558,1
0.00037599404,-0.00203699,-0.0024229616,0.00086099363,0.0014319961,-0.002208015,-0.0004809944,0.00037199724,-0.00010599797,0.004354001,0.0006309894,-0.00045400462,0.1113489,0.16188282,0.1337543,0.121835805,0.092773184,0.13748601,0.08800424,0.20716074,0.2184342,0.20109509,0.16356386,0.11964491,0.11134947,0.1618957,0.13377623,0.12183891,0.092784226,0.13750374,0.08800553,0.20716107,0.21843424,0.20114227,0.16356514,0.119645745,1.013,1.5780001,0.956,1.143,0.71,1.266,0.987,2.453,2.6069999,2.256,1.628,1.17,43.816128,22.459414,6.820194,106.16375,37.654434,15.626757,149.29778,5.1917863,3.5757654,37.749016,28.771673,10.33543,70.21984,4.3963575,1.2858659,116.413124,15.777893,7.88874,9.51333,15.306853,7.3716507,26.878138,66.227394,53.09062,20.2221,73.012024,61.038525,52.62792,61.764614,44.867336,67.96258,41.60132,22.752914,28.181684,27.653294,11.626577,79.64602,52.107117,71.22308,2
-0.011856997,-0.015134011,-0.0032590039,0.013580002,-0.00417201,-0.009075998,-0.0011019952,-0.0025680084,-0.004098002,-0.005969001,-0.0061029815,-0.007935006,0.10672676,0.20733042,0.12159689,0.1533732,0.04835302,0.16121906,0.14544104,0.1958051,0.3596285,0.31429076,0.25607842,0.39627412,0.107383355,0.20788218,0.12164053,0.1539732,0.04853266,0.16147442,0.1454453,0.1958221,0.35965192,0.31434757,0.25615117,0.39635357,0.76,1.546,0.977,1.143,0.401,1.204,1.302,1.2260001,2.57,2.425,1.931,2.369,61.27145,18.943857,3.4688902,207.6695,86.043236,10.879431,74.25707,28.218637,3.4434652,116.1883,45.48528,6.3103876,15.789757,2.074107,0.7353307,125.24199,52.34776,6.291474,64.20183,51.4175,8.881173,293.13718,31.087671,5.614063,632.6252,232.87924,38.82343,669.1133,112.41361,18.857721,435.97137,78.54868,12.606423,1414.771,55.94917,8.92355,22.249691,2204.6392,3054.914,0
-0.0058498317,0.00070700416,0.006558914,0.0025819805,-0.0061560133,0.0036399271,0.0011979975,-0.002442109,-0.0062348503,-0.0063420064,0.0014219708,0.0022219862,0.298226,0.24146283,0.44549727,0.15487155,0.3594988,0.3255887,0.2986232,0.37914714,0.4080751,0.28085366,0.21398097,0.2594694,0.2982834,0.24146391,0.4455456,0.1548931,0.35955167,0.32560915,0.2986256,0.3791548,0.4081225,0.28092536,0.21398585,0.2594789,2.3270001,1.6389999,2.512,1.517,2.0630002,2.0640001,2.533,2.637,3.42,3.922,2.202,1.615,740.52826,61.48696,5.2157784,416.875,74.80285,3.2394059,1867.1808,45.032887,5.3978276,111.71832,56.88273,2.8788598,1200.7577,34.56384,4.4929624,955.51556,44.513382,3.0179472,462.53183,192.16125,8.924201,1043.7311,154.59781,16.329456,1206.8745,137.77518,35.99737,438.0756,128.12184,18.918314,214.57545,105.40157,6.4619775,479.30066,86.86091,4.026604,42.72635,2135.5315,2909.5503,2
-0.0028569992,-0.0030469964,-0.00019799688,0.0029039963,-0.001256002,-0.0015700054,0.004334003,-0.004027996,-0.00056599895,0.00020297238,-0.0020399617,0.0025849883,0.14040646,0.11847496,0.053894643,0.12702395,0.08821525,0.059333008,0.20096454,0.28774637,0.19260412,0.27190506,0.24121253,0.14432754,0.14043567,0.11851415,0.053895053,0.12705716,0.088224255,0.059353866,0.2010113,0.2877745,0.19260506,0.27190524,0.24122126,0.14435059,1.19,1.061,0.462,1.096,0.736,0.58,1.4159999,2.246,1.97,2.439,2.133,1.259,54.8678,46.9814,9.585914,39.652946,29.574411,8.160084,17.062185,3.2200549,0.94030136,42.945362,37.424927,8.638593,25.99464,17.652323,3.2185867,14.506597,4.6330304,2.1449692,158.90823,97.655785,9.986691,358.95703,169.53775,25.693287,82.85354,78.2432,25.671019,393.80103,89.63284,32.541744,344.0273,69.25112,19.631407,69.2161,42.91439,10.55424,75.170845,26.388702,36.878178,2
